ocupacion,sexo,trimestre,valor
28 Profesionales en ciencias sociales,Ambos sexos,2019T2,215.0
28 Profesionales en ciencias sociales,Ambos sexos,2019T1,227.3
28 Profesionales en ciencias sociales,Ambos sexos,2018T4,230.5
28 Profesionales en ciencias sociales,Ambos sexos,2018T3,227.8
28 Profesionales en ciencias sociales,Ambos sexos,2018T2,213.8
28 Profesionales en ciencias sociales,Ambos sexos,2018T1,201.0
28 Profesionales en ciencias sociales,Ambos sexos,2017T4,207.6
28 Profesionales en ciencias sociales,Ambos sexos,2017T3,200.0
28 Profesionales en ciencias sociales,Ambos sexos,2017T2,203.0
28 Profesionales en ciencias sociales,Ambos sexos,2017T1,205.1
28 Profesionales en ciencias sociales,Ambos sexos,2016T4,211.6
28 Profesionales en ciencias sociales,Ambos sexos,2016T3,208.6
28 Profesionales en ciencias sociales,Ambos sexos,2016T2,200.5
28 Profesionales en ciencias sociales,Ambos sexos,2016T1,195.1
28 Profesionales en ciencias sociales,Ambos sexos,2015T4,200.4
28 Profesionales en ciencias sociales,Ambos sexos,2015T3,196.9
28 Profesionales en ciencias sociales,Ambos sexos,2015T2,189.2
28 Profesionales en ciencias sociales,Ambos sexos,2015T1,188.6
28 Profesionales en ciencias sociales,Ambos sexos,2014T4,195.5
28 Profesionales en ciencias sociales,Ambos sexos,2014T3,194.7
28 Profesionales en ciencias sociales,Ambos sexos,2014T2,187.1
28 Profesionales en ciencias sociales,Ambos sexos,2014T1,185.4
28 Profesionales en ciencias sociales,Ambos sexos,2013T4,183.7
28 Profesionales en ciencias sociales,Ambos sexos,2013T3,179.3
28 Profesionales en ciencias sociales,Ambos sexos,2013T2,175.2
28 Profesionales en ciencias sociales,Ambos sexos,2013T1,179.9
28 Profesionales en ciencias sociales,Ambos sexos,2012T4,179.1
28 Profesionales en ciencias sociales,Ambos sexos,2012T3,177.0
28 Profesionales en ciencias sociales,Ambos sexos,2012T2,176.7
28 Profesionales en ciencias sociales,Ambos sexos,2012T1,186.3
28 Profesionales en ciencias sociales,Hombres,2024T4,100.0
28 Profesionales en ciencias sociales,Hombres,2024T3,100.0
28 Profesionales en ciencias sociales,Hombres,2024T2,100.0
28 Profesionales en ciencias sociales,Hombres,2024T1,100.0
28 Profesionales en ciencias sociales,Hombres,2023T4,100.0
28 Profesionales en ciencias sociales,Hombres,2023T3,100.0
28 Profesionales en ciencias sociales,Hombres,2023T2,100.0
28 Profesionales en ciencias sociales,Hombres,2023T1,100.0
28 Profesionales en ciencias sociales,Hombres,2022T4,77.1
28 Profesionales en ciencias sociales,Hombres,2022T3,66.3
28 Profesionales en ciencias sociales,Hombres,2022T2,68.5
28 Profesionales en ciencias sociales,Hombres,2022T1,77.3
28 Profesionales en ciencias sociales,Hombres,2021T4,64.9
28 Profesionales en ciencias sociales,Hombres,2021T3,67.6
28 Profesionales en ciencias sociales,Hombres,2021T2,66.4
28 Profesionales en ciencias sociales,Hombres,2021T1,67.3
28 Profesionales en ciencias sociales,Hombres,2020T4,64.9
28 Profesionales en ciencias sociales,Hombres,2020T3,69.8
28 Profesionales en ciencias sociales,Hombres,2020T2,66.6
28 Profesionales en ciencias sociales,Hombres,2020T1,61.7
28 Profesionales en ciencias sociales,Hombres,2019T4,68.3
28 Profesionales en ciencias sociales,Hombres,2019T3,69.6
28 Profesionales en ciencias sociales,Hombres,2019T2,66.7
28 Profesionales en ciencias sociales,Hombres,2019T1,60.8
28 Profesionales en ciencias sociales,Hombres,2018T4,59.7
28 Profesionales en ciencias sociales,Hombres,2018T3,63.4
28 Profesionales en ciencias sociales,Hombres,2018T2,55.7
28 Profesionales en ciencias sociales,Hombres,2018T1,65.1
28 Profesionales en ciencias sociales,Hombres,2017T4,68.6
28 Profesionales en ciencias sociales,Hombres,2017T3,67.0
28 Profesionales en ciencias sociales,Hombres,2017T2,69.2
28 Profesionales en ciencias sociales,Hombres,2017T1,79.9
28 Profesionales en ciencias sociales,Hombres,2016T4,80.3
28 Profesionales en ciencias sociales,Hombres,2016T3,79.2
28 Profesionales en ciencias sociales,Hombres,2016T2,74.0
28 Profesionales en ciencias sociales,Hombres,2016T1,68.5
28 Profesionales en ciencias sociales,Hombres,2015T4,65.0
28 Profesionales en ciencias sociales,Hombres,2015T3,65.7
28 Profesionales en ciencias sociales,Hombres,2015T2,72.6
28 Profesionales en ciencias sociales,Hombres,2015T1,72.5
28 Profesionales en ciencias sociales,Hombres,2014T4,75.1
28 Profesionales en ciencias sociales,Hombres,2014T3,73.5
28 Profesionales en ciencias sociales,Hombres,2014T2,67.4
28 Profesionales en ciencias sociales,Hombres,2014T1,65.0
28 Profesionales en ciencias sociales,Hombres,2013T4,64.7
28 Profesionales en ciencias sociales,Hombres,2013T3,63.9
28 Profesionales en ciencias sociales,Hombres,2013T2,68.1
28 Profesionales en ciencias sociales,Hombres,2013T1,71.2
28 Profesionales en ciencias sociales,Hombres,2012T4,70.7
28 Profesionales en ciencias sociales,Hombres,2012T3,70.7
28 Profesionales en ciencias sociales,Hombres,2012T2,64.9
28 Profesionales en ciencias sociales,Hombres,2012T1,66.2
28 Profesionales en ciencias sociales,Mujeres,2024T4,36.2
28 Profesionales en ciencias sociales,Mujeres,2024T3,36.3
28 Profesionales en ciencias sociales,Mujeres,2024T2,34.7
28 Profesionales en ciencias sociales,Mujeres,2024T1,35.7
28 Profesionales en ciencias sociales,Mujeres,2023T4,38.0
28 Profesionales en ciencias sociales,Mujeres,2023T3,37.0
28 Profesionales en ciencias sociales,Mujeres,2023T2,38.6
28 Profesionales en ciencias sociales,Mujeres,2023T1,40.1
28 Profesionales en ciencias sociales,Mujeres,2022T4,42.2
28 Profesionales en ciencias sociales,Mujeres,2022T3,37.5
28 Profesionales en ciencias sociales,Mujeres,2022T2,36.0
28 Profesionales en ciencias sociales,Mujeres,2022T1,40.5
28 Profesionales en ciencias sociales,Mujeres,2021T4,41.0
28 Profesionales en ciencias sociales,Mujeres,2021T3,35.4
28 Profesionales en ciencias sociales,Mujeres,2021T2,33.3
28 Profesionales en ciencias sociales,Mujeres,2021T1,35.6
28 Profesionales en ciencias sociales,Mujeres,2020T4,197.3
28 Profesionales en ciencias sociales,Mujeres,2020T3,190.7
28 Profesionales en ciencias sociales,Mujeres,2020T2,190.2
28 Profesionales en ciencias sociales,Mujeres,2020T1,194.7
28 Profesionales en ciencias sociales,Mujeres,2019T4,192.3
28 Profesionales en ciencias sociales,Mujeres,2019T3,184.6
28 Profesionales en ciencias sociales,Mujeres,2019T2,171.1
28 Profesionales en ciencias sociales,Mujeres,2019T1,171.2
28 Profesionales en ciencias sociales,Mujeres,2018T4,167.9
28 Profesionales en ciencias sociales,Mujeres,2018T3,152.8
28 Profesionales en ciencias sociales,Mujeres,2018T2,169.1
28 Profesionales en ciencias sociales,Mujeres,2018T1,171.9
28 Profesionales en ciencias sociales,Mujeres,2017T4,160.3
28 Profesionales en ciencias sociales,Mujeres,2017T3,158.3
28 Profesionales en ciencias sociales,Mujeres,2017T2,152.3
28 Profesionales en ciencias sociales,Mujeres,2017T1,157.8
28 Profesionales en ciencias sociales,Mujeres,2016T4,152.5
28 Profesionales en ciencias sociales,Mujeres,2016T3,155.4
28 Profesionales en ciencias sociales,Mujeres,2016T2,149.9
28 Profesionales en ciencias sociales,Mujeres,2016T1,160.7
28 Profesionales en ciencias sociales,Mujeres,2015T4,156.1
28 Profesionales en ciencias sociales,Mujeres,2015T3,150.3
28 Profesionales en ciencias sociales,Mujeres,2015T2,145.8
28 Profesionales en ciencias sociales,Mujeres,2015T1,147.4
28 Profesionales en ciencias sociales,Mujeres,2014T4,150.2
28 Profesionales en ciencias sociales,Mujeres,2014T3,148.6
28 Profesionales en ciencias sociales,Mujeres,2014T2,139.8
28 Profesionales en ciencias sociales,Mujeres,2014T1,132.5
28 Profesionales en ciencias sociales,Mujeres,2013T4,142.6
28 Profesionales en ciencias sociales,Mujeres,2013T3,134.4
28 Profesionales en ciencias sociales,Mujeres,2013T2,130.3
28 Profesionales en ciencias sociales,Mujeres,2013T1,132.7
28 Profesionales en ciencias sociales,Mujeres,2012T4,136.5
28 Profesionales en ciencias sociales,Mujeres,2012T3,135.1
28 Profesionales en ciencias sociales,Mujeres,2012T2,133.1
28 Profesionales en ciencias sociales,Mujeres,2012T1,130.1
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2024T4,388.4
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2024T3,390.5
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2024T2,400.0
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2024T1,377.7
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2023T4,360.2
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2023T3,366.0
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2023T2,356.1
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2023T1,363.8
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2022T4,372.3
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2022T3,364.7
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2022T2,358.2
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2022T1,343.4
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2021T4,345.8
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2021T3,339.7
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2021T2,339.1
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2021T1,357.5
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2020T4,346.5
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2020T3,353.5
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2020T2,351.5
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2020T1,355.4
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2019T4,350.8
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2019T3,341.3
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2019T2,324.6
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2019T1,327.1
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2018T4,329.9
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2018T3,327.9
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2018T2,323.0
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2018T1,320.8
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2017T4,339.1
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2017T3,330.2
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2017T2,318.5
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2017T1,311.7
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2016T4,308.4
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2016T3,296.6
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2016T2,284.2
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2016T1,278.2
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2015T4,285.5
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2015T3,285.2
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2015T2,283.8
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2015T1,282.0
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2014T4,285.8
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2014T3,281.8
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2014T2,274.6
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2014T1,277.8
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2013T4,293.3
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2013T3,303.9
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2013T2,302.2
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2013T1,307.6
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2012T4,330.3
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2012T3,331.5
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2012T2,332.1
31 Técnicos de las ciencias y de las ingenierías,Ambos sexos,2012T1,322.3
31 Técnicos de las ciencias y de las ingenierías,Hombres,2024T4,100.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2024T3,100.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2024T2,100.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2024T1,100.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2023T4,100.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2023T3,100.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2023T2,100.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2023T1,100.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2022T4,285.1
31 Técnicos de las ciencias y de las ingenierías,Hombres,2022T3,288.3
31 Técnicos de las ciencias y de las ingenierías,Hombres,2022T2,288.4
31 Técnicos de las ciencias y de las ingenierías,Hombres,2022T1,269.4
31 Técnicos de las ciencias y de las ingenierías,Hombres,2021T4,259.4
31 Técnicos de las ciencias y de las ingenierías,Hombres,2021T3,268.1
31 Técnicos de las ciencias y de las ingenierías,Hombres,2021T2,257.6
31 Técnicos de las ciencias y de las ingenierías,Hombres,2021T1,263.1
31 Técnicos de las ciencias y de las ingenierías,Hombres,2020T4,270.5
31 Técnicos de las ciencias y de las ingenierías,Hombres,2020T3,275.3
31 Técnicos de las ciencias y de las ingenierías,Hombres,2020T2,266.3
31 Técnicos de las ciencias y de las ingenierías,Hombres,2020T1,255.4
31 Técnicos de las ciencias y de las ingenierías,Hombres,2019T4,242.3
31 Técnicos de las ciencias y de las ingenierías,Hombres,2019T3,246.8
31 Técnicos de las ciencias y de las ingenierías,Hombres,2019T2,250.8
31 Técnicos de las ciencias y de las ingenierías,Hombres,2019T1,262.3
31 Técnicos de las ciencias y de las ingenierías,Hombres,2018T4,248.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2018T3,261.8
31 Técnicos de las ciencias y de las ingenierías,Hombres,2018T2,265.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2018T1,272.3
31 Técnicos de las ciencias y de las ingenierías,Hombres,2017T4,267.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2017T3,257.3
31 Técnicos de las ciencias y de las ingenierías,Hombres,2017T2,244.6
31 Técnicos de las ciencias y de las ingenierías,Hombres,2017T1,245.8
31 Técnicos de las ciencias y de las ingenierías,Hombres,2016T4,240.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2016T3,244.1
31 Técnicos de las ciencias y de las ingenierías,Hombres,2016T2,242.9
31 Técnicos de las ciencias y de las ingenierías,Hombres,2016T1,243.4
31 Técnicos de las ciencias y de las ingenierías,Hombres,2015T4,262.6
31 Técnicos de las ciencias y de las ingenierías,Hombres,2015T3,253.2
31 Técnicos de las ciencias y de las ingenierías,Hombres,2015T2,247.9
31 Técnicos de las ciencias y de las ingenierías,Hombres,2015T1,238.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2014T4,240.1
31 Técnicos de las ciencias y de las ingenierías,Hombres,2014T3,232.1
31 Técnicos de las ciencias y de las ingenierías,Hombres,2014T2,219.2
31 Técnicos de las ciencias y de las ingenierías,Hombres,2014T1,215.8
31 Técnicos de las ciencias y de las ingenierías,Hombres,2013T4,215.4
31 Técnicos de las ciencias y de las ingenierías,Hombres,2013T3,219.2
31 Técnicos de las ciencias y de las ingenierías,Hombres,2013T2,214.1
31 Técnicos de las ciencias y de las ingenierías,Hombres,2013T1,213.5
31 Técnicos de las ciencias y de las ingenierías,Hombres,2012T4,217.0
31 Técnicos de las ciencias y de las ingenierías,Hombres,2012T3,214.4
31 Técnicos de las ciencias y de las ingenierías,Hombres,2012T2,212.9
31 Técnicos de las ciencias y de las ingenierías,Hombres,2012T1,214.8
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2024T4,75.9
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2024T3,76.1
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2024T2,77.5
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2024T1,77.3
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2023T4,76.9
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2023T3,75.3
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2023T2,78.2
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2023T1,77.9
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2022T4,77.0
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2022T3,77.7
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2022T2,78.6
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2022T1,77.2
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2021T4,76.5
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2021T3,75.8
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2021T2,77.0
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2021T1,76.6
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2020T4,103.3
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2020T3,102.2
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2020T2,111.6
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2020T1,108.3
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2019T4,100.8
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2019T3,98.0
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2019T2,98.5
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2019T1,100.7
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2018T4,101.7
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2018T3,89.4
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2018T2,91.9
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2018T1,88.1
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2017T4,103.5
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2017T3,92.9
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2017T2,88.3
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2017T1,95.2
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2016T4,98.5
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2016T3,91.7
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2016T2,86.5
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2016T1,83.0
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2015T4,83.8
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2015T3,83.9
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2015T2,80.0
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2015T1,81.3
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2014T4,89.9
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2014T3,83.8
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2014T2,80.1
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2014T1,77.4
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2013T4,76.5
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2013T3,77.0
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2013T2,70.6
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2013T1,73.7
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2012T4,68.2
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2012T3,64.5
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2012T2,65.0
31 Técnicos de las ciencias y de las ingenierías,Mujeres,2012T1,62.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2024T4,137.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2024T3,137.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2024T2,127.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2024T1,125.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2023T4,133.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2023T3,120.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2023T2,109.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2023T1,120.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2022T4,125.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2022T3,122.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2022T2,115.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2022T1,120.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2021T4,114.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2021T3,124.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2021T2,134.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2021T1,139.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2020T4,127.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2020T3,134.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2020T2,132.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2020T1,128.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2019T4,113.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2019T3,107.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2019T2,110.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2019T1,107.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2018T4,108.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2018T3,108.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2018T2,104.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2018T1,106.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2017T4,103.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2017T3,97.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2017T2,101.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2017T1,105.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2016T4,102.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2016T3,93.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2016T2,92.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2016T1,90.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2015T4,88.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2015T3,89.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2015T2,94.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2015T1,88.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2014T4,84.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2014T3,92.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2014T2,91.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2014T1,92.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2013T4,101.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2013T3,88.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2013T2,99.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2013T1,101.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2012T4,99.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2012T3,119.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2012T2,124.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Ambos sexos,2012T1,124.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2024T4,100.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2024T3,100.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2024T2,100.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2024T1,100.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2023T4,100.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2023T3,100.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2023T2,100.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2023T1,100.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2022T4,119.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2022T3,123.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2022T2,111.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2022T1,106.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2021T4,114.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2021T3,105.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2021T2,95.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2021T1,106.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2020T4,110.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2020T3,111.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2020T2,99.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2020T1,106.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2019T4,99.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2019T3,109.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2019T2,120.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2019T1,122.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2018T4,116.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2018T3,117.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2018T2,116.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2018T1,111.8
